bioguide_id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,full_state,state,district,geoid,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,wikipedia_id
T000469,Tonko,Paul,,,,Paul Tonko,6/18/49,M,New York,NY,20,3620,Democrat,https://tonko.house.gov,2369 Rayburn House Office Building; Washington DC 20515-3220,202-225-5076,,http://tonko.house.gov/rss/press-releases.xml,RepPaulTonko,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,Paul Tonko
V000081,Velázquez,Nydia,M.,,,Nydia M. Vel�zquez,3/28/53,F,New York,NY,7,3607,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building; Washington DC 20515-3207,202-225-2361,,,NydiaVelazquez,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,Nydia Velázquez
M001188,Meng,Grace,,,,Grace Meng,10/1/75,F,New York,NY,6,3606,Democrat,https://meng.house.gov,2209 Rayburn House Office Building; Washington DC 20515-3206,202-225-2601,,http://meng.house.gov/rss.xml,RepGraceMeng,repgracemeng,,UCHg516zJKbIBtXFAJ0nu3XQ,Grace Meng
J000294,Jeffries,Hakeem,S.,,,Hakeem S. Jeffries,8/4/70,M,New York,NY,8,3608,Democrat,https://jeffries.house.gov,2433 Rayburn House Office Building; Washington DC 20515-3208,202-225-5936,,http://jeffries.house.gov/rss.xml,RepJeffries,RepHakeemJeffries,,UCYVmbsjoNbQ4j-PCQIYgpWQ,Hakeem Jeffries
M001185,Maloney,Sean,Patrick,,,Sean Patrick Maloney,7/30/66,M,New York,NY,18,3618,Democrat,https://seanmaloney.house.gov,2331 Rayburn House Office Building; Washington DC 20515-3218,202-225-5441,,http://seanmaloney.house.gov/rss.xml,RepSeanMaloney,RepSeanMaloney,,UCNiVzzf4Vz-vCMPBcnjGuXQ,Sean Patrick Maloney
Z000017,Zeldin,Lee,,,,Lee M. Zeldin,1/30/80,M,New York,NY,1,3601,Republican,https://zeldin.house.gov,2441 Rayburn House Office Building; Washington DC 20515-3201,202-225-3826,,,RepLeeZeldin,RepLeeZeldin,,UCHzZuesCPDka2NhZO8icqzA,Lee Zeldin
R000602,Rice,Kathleen,,,,Kathleen M. Rice,2/15/65,F,New York,NY,4,3604,Democrat,https://kathleenrice.house.gov,2435 Rayburn House Office Building; Washington DC 20515-3204,202-225-5516,,,RepKathleenRice,RepKathleenRice,,UCLYLmjrGtzzCFXMWPBxHAug,Kathleen Rice
S001196,Stefanik,Elise,,,,Elise M. Stefanik,7/2/84,F,New York,NY,21,3621,Republican,https://stefanik.house.gov,318 Cannon House Office Building; Washington DC 20515-3221,202-225-4611,,,RepStefanik,RepEliseStefanik,,UCHvf42C8Vw6QnjwO2L2ukKA,Elise Stefanik
K000386,Katko,John,,,,John Katko,11/9/62,M,New York,NY,24,3624,Republican,https://katko.house.gov,2457 Rayburn House Office Building; Washington DC 20515-3224,202-225-3701,,,RepJohnKatko,RepJohnKatko,,,John Katko
S001201,Suozzi,Thomas,,,,Thomas R. Suozzi,8/31/62,M,New York,NY,3,3603,Democrat,https://suozzi.house.gov,214 Cannon House Office Building; Washington DC 20515-3203,202-225-3335,,,RepTomSuozzi,RepTomSuozzi,,UCHjLmETJ7qXtciV7dlAzzgQ,Thomas Suozzi
E000297,Espaillat,Adriano,,,,Adriano Espaillat,9/27/54,M,New York,NY,13,3613,Democrat,https://espaillat.house.gov,1630 Longworth House Office Building; Washington DC 20515-3213,202-225-4365,,,RepEspaillat,RepEspaillat,,UCi0niBYFhEY70Dz8InbX5OQ,Adriano Espaillat
M001206,Morelle,Joseph,D.,,,Joseph D. Morelle,4/29/57,M,New York,NY,25,3625,Democrat,https://morelle.house.gov,1317 Longworth House Office Building; Washington DC 20515-3225,202-225-3615,,,RepJoeMorelle,,,,Joseph Morelle
R000613,Rose,Max,,,,Max Rose,11/28/86,M,New York,NY,11,3611,Democrat,https://maxrose.house.gov,1529 Longworth House Office Building; Washington DC 20515-3211,202-225-3371,,,RepMaxRose,,,,Max Rose (politician)
O000172,Ocasio-Cortez,Alexandria,,,,Alexandria Ocasio-Cortez,10/13/89,F,New York,NY,14,3614,Democrat,https://ocasio-cortez.house.gov,229 Cannon House Office Building; Washington DC 20515-3214,202-225-3965,,,RepAOC,,,,Alexandria Ocasio-Cortez
D000630,Delgado,Antonio,,,,Antonio Delgado,1/19/77,M,New York,NY,19,3619,Democrat,https://delgado.house.gov,1007 Longworth House Office Building; Washington DC 20515-3219,202-225-5614,,,repdelgado,,,,Antonio Delgado (politician)
B001308,Brindisi,Anthony,,,,Anthony Brindisi,11/22/78,M,New York,NY,22,3622,Democrat,https://brindisi.house.gov,329 Cannon House Office Building; Washington DC 20515-3222,202-225-3665,,,RepBrindisi,,,,Anthony Brindisi
B001251,Butterfield,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,North Carolina,NC,1,3701,Democrat,https://butterfield.house.gov,2080 Rayburn House Office Building; Washington DC 20515-3301,202-225-3101,,http://butterfield.house.gov/rss/press-releases.xml/,GKButterfield,congressmangkbutterfield,GKBNC01,UCbodCVgLfcbaep49L1M-mqA,G. K. Butterfield
F000450,Foxx,Virginia,,,,Virginia Foxx,6/29/43,F,North Carolina,NC,5,3705,Republican,https://foxx.house.gov,2462 Rayburn House Office Building; Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,Virginia Foxx
M001156,McHenry,Patrick,T.,,,Patrick T. McHenry,10/22/75,M,North Carolina,NC,10,3710,Republican,https://mchenry.house.gov,2004 Rayburn House Office Building; Washington DC 20515-3310,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,Patrick McHenry
P000523,Price,David,E.,,,David E. Price,8/17/40,M,North Carolina,NC,4,3704,Democrat,https://price.house.gov,2108 Rayburn House Office Building; Washington DC 20515-3304,202-225-1784,,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,David Price (American politician)
H001067,Hudson,Richard,,,,Richard Hudson,11/4/71,M,North Carolina,NC,8,3708,Republican,https://hudson.house.gov,2112 Rayburn House Office Building; Washington DC 20515-3308,202-225-3715,,http://hudson.house.gov/rss.xml,RepRichHudson,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,Richard Hudson (American politician)
M001187,Meadows,Mark,,,,Mark Meadows,7/28/59,M,North Carolina,NC,11,3711,Republican,https://meadows.house.gov,2160 Rayburn House Office Building; Washington DC 20515-3311,202-225-6401,,http://meadows.house.gov/rss/press-releases.xml,RepMarkMeadows,Repmarkmeadows,RepMarkMeadows,UCu1unBO6gQdCz3qok5LPFGQ,Mark Meadows (North Carolina politician)
H001065,Holding,George,,,,George Holding,4/17/68,M,North Carolina,NC,2,3702,Republican,https://holding.house.gov,1110 Longworth House Office Building; Washington DC 20515-3302,202-225-3032,,http://holding.house.gov/rss.xml,RepHolding,CongressmanGeorgeHolding,repholding,UCx6IgBfJmIhXSXymnPr78hw,George Holding
A000370,Adams,Alma,,,,Alma S. Adams,5/27/46,F,North Carolina,NC,12,3712,Democrat,https://adams.house.gov,2436 Rayburn House Office Building; Washington DC 20515-3312,202-225-1510,,,RepAdams,CongresswomanAdams,,UCPI9ao1Cr1nxEUD2r-usRjQ,Alma Adams
R000603,Rouzer,David,,,,David Rouzer,2/16/72,M,North Carolina,NC,7,3707,Republican,https://rouzer.house.gov,2439 Rayburn House Office Building; Washington DC 20515-3307,202-225-2731,,,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,David Rouzer
W000819,Walker,Mark,,,,Mark Walker,5/20/69,M,North Carolina,NC,6,3706,Republican,https://walker.house.gov,1725 Longworth House Office Building; Washington DC 20515-3306,202-225-3065,,,RepMarkWalker,RepMarkWalker,,UC2w0KJe43jr0Hlhi6J5smhg,Mark Walker (North Carolina politician)
B001305,Budd,Ted,,,,Ted Budd,10/21/71,M,North Carolina,NC,13,3713,Republican,https://budd.house.gov,118 Cannon House Office Building; Washington DC 20515-3313,202-225-4531,,,RepTedBudd,RepTedBudd,,,Ted Budd
B001311,Bishop,Dan,,,,Dan Bishop,7/1/64,M,North Carolina,NC,9,3709,Republican,https://danbishop.house.gov/,132 Cannon House Office Building; Washington DC 20515-3309,202-225-1976,https://danbishop.house.gov/contact/email,,,,,,Dan Bishop
M001210,Murphy,Gregory,Francis,,,Gregory F. Murphy,3/5/63,M,North Carolina,NC,3,3703,Republican,https://gregmurphy.house.gov/,2333 Rayburn House Office Building; Washington DC 20515-3303,202-225-3415,https://gregmurphy.house.gov/contact/email,,,,,,Greg Murphy (politician)
A000377,Armstrong,Kelly,,,,Kelly Armstrong,10/8/76,M,North Dakota,ND,0,3800,Republican,https://armstrong.house.gov,1004 Longworth House Office Building; Washington DC 20515-3400,202-225-2611,,,RepArmstrongND,,,,Kelly Armstrong
C000266,Chabot,Steve,J.,,,Steve Chabot,1/22/53,M,Ohio,OH,1,3901,Republican,https://chabot.house.gov,2408 Rayburn House Office Building; Washington DC 20515-3501,202-225-2216,,http://chabot.house.gov/common/rss/index.cfm?rss=49,RepSteveChabot,RepSteveChabot,congressmanchabot,UCJpzm2DZDE1B6ruQLQc7q4g,Steve Chabot
F000455,Fudge,Marcia,L.,,,Marcia L. Fudge,10/29/52,F,Ohio,OH,11,3911,Democrat,https://fudge.house.gov,2344 Rayburn House Office Building; Washington DC 20515-3511,202-225-7032,,http://fudge.house.gov/common/rss//index.cfm?rss=25,RepMarciaFudge,RepMarciaLFudge,marcialfudge,UClmYIIhIcL-WwtBAy1Dhokg,Marcia Fudge
G000563,Gibbs,Bob,,,,Bob Gibbs,6/14/54,M,Ohio,OH,7,3907,Republican,https://gibbs.house.gov,2446 Rayburn House Office Building; Washington DC 20515-3507,202-225-6265,,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,Bob Gibbs
J000292,Johnson,Bill,,,,Bill Johnson,11/10/54,M,Ohio,OH,6,3906,Republican,https://billjohnson.house.gov,2336 Rayburn House Office Building; Washington DC 20515-3506,202-225-5705,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,Bill Johnson (Ohio politician)
J000289,Jordan,Jim,,,,Jim Jordan,2/17/64,M,Ohio,OH,4,3904,Republican,https://jordan.house.gov,2056 Rayburn House Office Building; Washington DC 20515-3504,202-225-2676,,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,Jim Jordan (American politician)
K000009,Kaptur,Marcy,,,,Marcy Kaptur,6/17/46,F,Ohio,OH,9,3909,Democrat,https://kaptur.house.gov,2186 Rayburn House Office Building; Washington DC 20515-3509,202-225-4146,,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,Marcy Kaptur
L000566,Latta,Robert,E.,,,Robert E. Latta,4/18/56,M,Ohio,OH,5,3905,Republican,https://latta.house.gov,2467 Rayburn House Office Building; Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,Bob Latta
R000577,Ryan,Tim,J.,,,Tim Ryan,7/16/73,M,Ohio,OH,13,3913,Democrat,https://timryan.house.gov,1126 Longworth House Office Building; Washington DC 20515-3513,202-225-5261,,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,Tim Ryan (politician)
S001187,Stivers,Steve,,,,Steve Stivers,3/24/65,M,Ohio,OH,15,3915,Republican,https://stivers.house.gov,2234 Rayburn House Office Building; Washington DC 20515-3515,202-225-2015,,http://stivers.house.gov/news/rss.aspx,RepSteveStivers,1.16E+14,RepSteveStivers,UCfZrE20pIcR-LeFUV7r2Ixw,Steve Stivers
T000463,Turner,Michael,R.,,,Michael R. Turner,1/11/60,M,Ohio,OH,10,3910,Republican,https://turner.house.gov,2082 Rayburn House Office Building; Washington DC 20515-3510,202-225-6465,,http://turner.house.gov/news/rss.aspx,RepMikeTurner,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,Mike Turner
W000815,Wenstrup,Brad,R.,,,Brad R. Wenstrup,6/17/58,M,Ohio,OH,2,3902,Republican,https://wenstrup.house.gov,2419 Rayburn House Office Building; Washington DC 20515-3502,202-225-3164,,,RepBradWenstrup,RepBradWenstrup,repbradwenstrup,UCaK7SeUvmHdHTMtF3HXb-jA,Brad Wenstrup
B001281,Beatty,Joyce,,,,Joyce Beatty,3/12/50,F,Ohio,OH,3,3903,Democrat,https://beatty.house.gov,2303 Rayburn House Office Building; Washington DC 20515-3503,202-225-4324,,http://beatty.house.gov/rss.xml,RepBeatty,RepJoyceBeatty,,UCtVl3kb7Xvt3pY7l6x-M6LA,Joyce Beatty
J000295,Joyce,David,P.,,,David P. Joyce,3/17/57,M,Ohio,OH,14,3914,Republican,https://joyce.house.gov,1124 Longworth House Office Building; Washington DC 20515-3514,202-225-5731,,http://joyce.house.gov/rss/press-releases.xml,RepDaveJoyce,RepDaveJoyce,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,David Joyce (politician)
D000626,Davidson,Warren,,,,Warren Davidson,3/1/70,M,Ohio,OH,8,3908,Republican,https://davidson.house.gov,1107 Longworth House Office Building; Washington DC 20515-3508,202-225-6205,,,WarrenDavidson,CongressmanWarrenDavidson,,UCMzuyZWzk44YRNesFzPTeUw,Warren Davidson
B001306,Balderson,Troy,,,,Troy Balderson,1/16/62,M,Ohio,OH,12,3912,Republican,https://balderson.house.gov,1221 Longworth House Office Building; Washington DC 20515-3512,202-225-5355,,,RepBalderson,,,,Troy Balderson
G000588,Gonzalez,Anthony,,,,Anthony Gonzalez,9/19/84,M,Ohio,OH,16,3916,Republican,https://anthonygonzalez.house.gov,1023 Longworth House Office Building; Washington DC 20515-3516,202-225-3876,,,RepAGonzalez,,,,Anthony Gonzalez
C001053,Cole,Tom,,,,Tom Cole,4/28/49,M,Oklahoma,OK,4,4004,Republican,https://cole.house.gov,2207 Rayburn House Office Building; Washington DC 20515-3604,202-225-6165,,http://cole.house.gov/rss.xml,TomColeOK04,TomColeOK04,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,Tom Cole
L000491,Lucas,Frank,D.,,,Frank D. Lucas,1/6/60,M,Oklahoma,OK,3,4003,Republican,https://lucas.house.gov,2405 Rayburn House Office Building; Washington DC 20515-3603,202-225-5565,,http://lucas.house.gov/rss.xml,RepFrankLucas,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,Frank Lucas (Oklahoma politician)
M001190,Mullin,Markwayne,,,,Markwayne Mullin,7/26/77,M,Oklahoma,OK,2,4002,Republican,https://mullin.house.gov,2421 Rayburn House Office Building; Washington DC 20515-3602,202-225-2701,,http://mullin.house.gov/news/rss.aspx,RepMullin,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,Markwayne Mullin
H001082,Hern,Kevin,R.,,,Kevin Hern,12/4/61,M,Oklahoma,OK,1,4001,Republican,https://hern.house.gov,1019 Longworth House Office Building; Washington DC 20515-3601,202-225-2211,,,repkevinhern,,,,Kevin Hern
H001083,Horn,Kendra,S.,,,Kendra S. Horn,6/9/76,F,Oklahoma,OK,5,4005,Democrat,https://horn.house.gov,415 Cannon House Office Building; Washington DC 20515-3605,202-225-2132,,,RepKendraHorn,,,,Kendra Horn
B000574,Blumenauer,Earl,,,,Earl Blumenauer,8/16/48,M,Oregon,OR,3,4103,Democrat,https://blumenauer.house.gov,1111 Longworth House Office Building; Washington DC 20515-3703,202-225-4811,,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,BlumenauerMedia,,RepBlumenauer,UCuziVoKuGn7feNA5VrpxsBQ,Earl Blumenauer
D000191,DeFazio,Peter,A.,,,Peter A. DeFazio,5/27/47,M,Oregon,OR,4,4104,Democrat,https://defazio.house.gov,2134 Rayburn House Office Building; Washington DC 20515-3704,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,Peter DeFazio
S001180,Schrader,Kurt,,,,Kurt Schrader,10/19/51,M,Oregon,OR,5,4105,Democrat,https://schrader.house.gov,2431 Rayburn House Office Building; Washington DC 20515-3705,202-225-5711,,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,Kurt Schrader
W000791,Walden,Greg,P.,,,Greg Walden,1/10/57,M,Oregon,OR,2,4102,Republican,https://walden.house.gov,2185 Rayburn House Office Building; Washington DC 20515-3702,202-225-6730,,http://walden.house.gov/common/rss/?rss=100,RepGregWalden,repgregwalden,RepGregWalden,UCyaDp6ANSM9tvW7Y3LT_4KQ,Greg Walden
B001278,Bonamici,Suzanne,,,,Suzanne Bonamici,10/14/54,F,Oregon,OR,1,4101,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building; Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,Suzanne Bonamici
D000482,Doyle,Michael,F.,Jr.,Mike,Michael F. Doyle,8/5/53,M,Pennsylvania,PA,18,4218,Democrat,https://doyle.house.gov,306 Cannon House Office Building; Washington DC 20515-3818,202-225-2135,,http://doyle.house.gov/rss.xml,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,Michael F. Doyle
K000376,Kelly,Mike,,,,Mike Kelly,5/10/48,M,Pennsylvania,PA,16,4216,Republican,https://kelly.house.gov,1707 Longworth House Office Building; Washington DC 20515-3816,202-225-5406,,http://kelly.house.gov/rss.xml,MikeKellyPA,1.91E+14,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,Mike Kelly (Pennsylvania politician)
T000467,Thompson,Glenn,,,,Glenn Thompson,7/27/59,M,Pennsylvania,PA,15,4215,Republican,https://thompson.house.gov,400 Cannon House Office Building; Washington DC 20515-3815,202-225-5121,,http://thompson.house.gov/rss.xml,CongressmanGT,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,Glenn Thompson (politician)
P000605,Perry,Scott,,,,Scott Perry,5/27/62,M,Pennsylvania,PA,10,4210,Republican,https://perry.house.gov,1207 Longworth House Office Building; Washington DC 20515-3810,202-225-5836,,http://perry.house.gov/rss.xml,RepScottPerry,repscottperry,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,Scott Perry (politician)
C001090,Cartwright,Matthew,A.,,,Matt Cartwright,5/1/61,M,Pennsylvania,PA,8,4208,Democrat,https://cartwright.house.gov,1034 Longworth House Office Building; Washington DC 20515-3808,202-225-5546,,http://cartwright.house.gov/rss.xml,RepCartwright,CongressmanMattCartwright,,UCnAOvexSGLBnYidaFzguhTQ,Matt Cartwright
B001296,Boyle,Brendan,,,,Brendan F. Boyle,2/6/77,M,Pennsylvania,PA,2,4202,Democrat,https://boyle.house.gov,1133 Longworth House Office Building; Washington DC 20515-3802,202-225-6111,,,CongBoyle,CongressmanBoyle,,UCMP_Anj7lz4eZuSh8GwFqQQ,Brendan Boyle
E000296,Evans,Dwight,,,,Dwight Evans,5/16/54,M,Pennsylvania,PA,3,4203,Democrat,https://evans.house.gov,1105 Longworth House Office Building; Washington DC 20515-3803,202-225-4001,,https://evans.house.gov/rss.xml,RepDwightEvans,RepDwightEvans,,,Dwight Evans (politician)
F000466,Fitzpatrick,Brian,,,,Brian K. Fitzpatrick,12/17/73,M,Pennsylvania,PA,1,4201,Republican,https://fitzpatrick.house.gov,1722 Longworth House Office Building; Washington DC 20515-3801,202-225-4276,,,repbrianfitz,repbrianfitzpatrick,,UCYMNcgHss4_Q5JY2vSvMpgw,Brian Fitzpatrick (American politician)
S001199,Smucker,Lloyd,,,,Lloyd Smucker,1/23/64,M,Pennsylvania,PA,11,4211,Republican,https://smucker.house.gov,127 Cannon House Office Building; Washington DC 20515-3811,202-225-2411,,,RepSmucker,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,Lloyd Smucker
L000588,Lamb,Conor,,,,Conor Lamb,6/27/84,M,Pennsylvania,PA,17,4217,Democrat,https://lamb.house.gov,1224 Longworth House Office Building; Washington DC 20515-3817,202-225-2301,,,RepConorLamb,RepConorLamb,,UC7hX59n_ixS1Bz3f8Je02yA,Conor Lamb
S001205,Scanlon,Mary,Gay,,,Mary Gay Scanlon,8/30/59,F,Pennsylvania,PA,5,4205,Democrat,https://scanlon.house.gov,1535 Longworth House Office Building; Washington DC 20515-3805,202-225-2011,,,RepMGS,,,,Mary Gay Scanlon
W000826,Wild,Susan,Ellis,,,Susan Wild,6/7/57,F,Pennsylvania,PA,7,4207,Democrat,https://wild.house.gov,1607 Longworth House Office Building; Washington DC 20515-3807,202-225-6411,,,RepSusanWild,,,,Susan Wild
D000631,Dean,Madeleine,,,,Madeleine Dean,6/6/59,F,Pennsylvania,PA,4,4204,Democrat,https://dean.house.gov,129 Cannon House Office Building; Washington DC 20515-3804,202-225-4731,,,RepDean,,,,Madeleine Dean
H001085,Houlahan,Chrissy,,,,Chrissy Houlahan,6/5/67,F,Pennsylvania,PA,6,4206,Democrat,https://houlahan.house.gov,1218 Longworth House Office Building; Washington DC 20515-3806,202-225-4315,,,RepHoulahan,,,,Chrissy Houlahan
M001204,Meuser,Daniel,,,,Daniel Meuser,2/10/64,M,Pennsylvania,PA,9,4209,Republican,https://meuser.house.gov,326 Cannon House Office Building; Washington DC 20515-3809,202-225-6511,,,RepMeuser,,,,Dan Meuser
J000302,Joyce,John,,,,John Joyce,2/8/57,M,Pennsylvania,PA,13,4213,Republican,https://johnjoyce.house.gov,1337 Longworth House Office Building; Washington DC 20515-3813,202-225-2431,,,RepJohnJoyce,,,,John Joyce (American politician)
R000610,Reschenthaler,Guy,,,,Guy Reschenthaler,4/17/83,M,Pennsylvania,PA,14,4214,Republican,https://reschenthaler.house.gov,531 Cannon House Office Building; Washington DC 20515-3814,202-225-2065,,,GReschenthaler,,,,Guy Reschenthaler
K000395,Keller,Fred,,,,Fred Keller,10/23/65,M,Pennsylvania,PA,12,4212,Republican,https://keller.house.gov,1717 Longworth House Office Building; Washington DC 20515-3812,202-225-3731,,,RepFredKeller,CongressmanFredKeller,,UC_IluBx9m7HWoNhEYSoPQNQ,Fred Keller (politician)
G000582,González-Colón,Jenniffer,,,,Jenniffer Gonz�lez-Col�n,8/5/76,F,Puerto Rico,PR,0,7200,Republican,https://gonzalez-colon.house.gov,1609 Longworth House Office Building; Washington DC 20515-5401,202-225-2615,,,repjenniffer,RepJennifferGonzalezColon,,UCZj99h3-GNKjGGeyp7AJeXw,Jenniffer González
C001084,Cicilline,David,N.,,,David N. Cicilline,7/15/61,M,Rhode Island,RI,1,4401,Democrat,https://cicilline.house.gov,2233 Rayburn House Office Building; Washington DC 20515-3901,202-225-4911,,http://cicilline.house.gov/rss.xml,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,David Cicilline
L000559,Langevin,James,R.,,Jim,James R. Langevin,4/22/64,M,Rhode Island,RI,2,4402,Democrat,https://langevin.house.gov,2077 Rayburn House Office Building; Washington DC 20515-3902,202-225-2735,,http://langevin.house.gov/rss.xml,JimLangevin,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,James Langevin
C000537,Clyburn,James,E.,,Jim,James E. Clyburn,7/21/40,M,South Carolina,SC,6,4506,Democrat,https://clyburn.house.gov,200 Cannon House Office Building; Washington DC 20515-4006,202-225-3315,,http://clyburn.house.gov/rss.xml,WhipClyburn,jameseclyburn,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,Jim Clyburn
D000615,Duncan,Jeff,,,,Jeff Duncan,1/7/66,M,South Carolina,SC,3,4503,Republican,https://jeffduncan.house.gov,2229 Rayburn House Office Building; Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,Jeff Duncan (politician)
W000795,Wilson,Joe,G.,,,Joe Wilson,7/31/47,M,South Carolina,SC,2,4502,Republican,https://joewilson.house.gov,1436 Longworth House Office Building; Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,RepJoeWilson,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,Joe Wilson (American politician)
R000597,Rice,Tom,,,,Tom Rice,8/4/57,M,South Carolina,SC,7,4507,Republican,https://rice.house.gov,512 Cannon House Office Building; Washington DC 20515-4007,202-225-9895,,http://rice.house.gov/rss.xml,RepTomRice,reptomrice,RepTomRice,UCEmPVQphMGoXAfWJli68BEw,Tom Rice
N000190,Norman,Ralph,,Jr.,,Ralph Norman,6/20/53,M,South Carolina,SC,5,4505,Republican,https://norman.house.gov,319 Cannon House Office Building; Washington DC 20515-4005,202-225-5501,,,RepRalphNorman,RepRalphNorman,,,Ralph Norman
C001122,Cunningham,Joe,,,,Joe Cunningham,5/26/82,M,South Carolina,SC,1,4501,Democrat,https://cunningham.house.gov,423 Cannon House Office Building; Washington DC 20515-4001,202-225-3176,,,RepCunningham,,,,Joe Cunningham (American politician)
T000480,Timmons,William,R.,,,William R. Timmons IV,4/30/84,M,South Carolina,SC,4,4504,Republican,https://timmons.house.gov,313 Cannon House Office Building; Washington DC 20515-4004,202-225-6030,,,RepTimmons,,,,William Timmons (politician)
J000301,Johnson,Dusty,,,,Dusty Johnson,9/30/76,M,South Dakota,SD,0,4600,Republican,https://dustyjohnson.house.gov,1508 Longworth House Office Building; Washington DC 20515-4100,202-225-2801,,,RepDustyJohnson,,,,Dusty Johnson
C001068,Cohen,Steve,,,,Steve Cohen,5/24/49,M,Tennessee,TN,9,4709,Democrat,https://cohen.house.gov,2104 Rayburn House Office Building; Washington DC 20515-4209,202-225-3265,,http://cohen.house.gov/rss.xml,RepCohen,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,Steve Cohen
C000754,Cooper,Jim,,,,Jim Cooper,6/19/54,M,Tennessee,TN,5,4705,Democrat,https://cooper.house.gov,1536 Longworth House Office Building; Washington DC 20515-4205,202-225-4311,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,RepJimCooper,JimCooper,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,Jim Cooper
D000616,DesJarlais,Scott,,,,Scott DesJarlais,2/21/64,M,Tennessee,TN,4,4704,Republican,https://desjarlais.house.gov,2301 Rayburn House Office Building; Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,Scott DesJarlais
